"LastModified","Created","SizeKB","RelativePath"
"2026-02-27 13:13","2026-02-23","11.8","docs\other files\H12_visual_recipe_implementation.md"
"2026-02-27 13:13","2026-02-23","13.2","docs\other files\H10_coach_philosophy_brief_implementation.md"
"2026-02-27 13:11","2026-02-23","22.7","docs\other files\H1_blueprint_orchestrator_implementation.md"
"2026-02-26 15:36","2026-04-04","67.4","cmf\lab\cmf\SkillOrchestra Learning to Route Agents via Skill Transfer.md"
"2026-02-26 15:36","2026-02-26","67.4","lab\The Harness\SkillOrchestra Learning to Route Agents via Skill Transfer.md"
"2026-02-26 12:46","2026-02-26","34","lab\Notebook LM\Webinar\Replacing Prompt Engineering With Agent Architecture.md"
"2026-02-26 12:13","2026-02-26","26.7","lab\Notebook LM\Webinar\Building the Agentic Webinar Machine.md"
"2026-02-26 11:29","2026-04-04","35.1","cmf\lab\cmf\notebook lm\Giving The Conscious Movie Factory A Brain.md"
"2026-02-26 11:28","2026-02-26","28.7","lab\Notebook LM\Webinar\Building Agentic Consciousness.md"
"2026-02-26 11:27","2026-04-04","36.3","cmf\lab\cmf\notebook lm\Developing the Conscious Movie Factory a Brain.md"
"2026-02-26 11:26","2026-02-26","19.7","lab\The Harness\Replacing Prompts With Agentic Engineering.md"
"2026-02-26 11:26","2026-04-04","30.8","cmf\lab\cmf\notebook lm\Engineering the Conscious Movie Factory.md"
"2026-02-26 11:23","2026-02-26","33.5","lab\Notebook LM\ccf\Turning The Content Factory Into A Brain.md"
"2026-02-26 11:22","2026-02-26","38.9","lab\Notebook LM\ccf\Retrofitting Content Factories With DeepAgent Logic.md"
"2026-02-26 11:18","2026-02-26","35.1","lab\The Harness\Building Conscious Agents With Hypergraph Memory.md"
"2026-02-26 11:17","2026-02-26","33.8","lab\Notebook LM\Webinar\Architecting Deep Reasoning AI Coaches.md"
"2026-02-26 10:18","2026-03-31","28.6","docs\from cmf\AI_Video_Pipeline_Research_Report.docx.md"
"2026-02-26 10:18","2026-04-04","28.6","cmf\lab\cmf\video editing automation\AI_Video_Pipeline_Research_Report.docx.md"
"2026-02-26 10:09","2026-03-31","22.8","docs\from cmf\# Automated AI-Driven Short-Form Video Pipeline.md"
"2026-02-26 10:09","2026-04-04","22.8","cmf\lab\cmf\video editing automation\# Automated AI-Driven Short-Form Video Pipeline.md"
"2026-02-26 10:01","2026-04-04","30.5","cmf\lab\cmf\video editing automation\Automating Video Editing with AI Agents.md"
"2026-02-26 10:01","2026-03-31","30.5","docs\from cmf\Automating Video Editing with AI Agents.md"
"2026-02-26 08:36","2026-03-31","53.4","docs\from cmf\Making Automated Instructional Videos w_ AI Voiceover (Playwright + ElevenLabs + MoviePy).md"
"2026-02-26 08:36","2026-04-04","53.4","cmf\lab\cmf\video editing automation\Making Automated Instructional Videos w_ AI Voiceover (Playwright + ElevenLabs + MoviePy).md"
"2026-02-26 08:35","2026-04-04","13.3","cmf\lab\cmf\video editing automation\FFmpeg 8.0 + Whisper_ Configure and Use the New Speech-to-Text Filter.md"
"2026-02-26 08:35","2026-03-31","13.3","docs\from cmf\FFmpeg 8.0 + Whisper_ Configure and Use the New Speech-to-Text Filter.md"
"2026-02-26 08:14","2026-04-04","96.6","cmf\lab\cmf\video editing automation\Claude Code is our 10x editor with Remotion.md"
"2026-02-26 08:14","2026-04-04","21.3","cmf\lab\cmf\video editing automation\I Built a $1m Video Editor SaaS with Claude Code, Here's How (INSANE).md"
"2026-02-26 08:14","2026-04-04","31.5","cmf\lab\cmf\video editing automation\I Built & Open-Sourced a $1M AI Video Editor App, Here's how to set it up.md"
"2026-02-26 08:14","2026-03-31","31.5","docs\from cmf\I Built & Open-Sourced a $1M AI Video Editor App, Here's how to set it up.md"
"2026-02-26 08:14","2026-03-31","21.3","docs\from cmf\I Built a $1m Video Editor SaaS with Claude Code, Here's How (INSANE).md"
"2026-02-26 08:14","2026-03-31","96.6","docs\from cmf\Claude Code is our 10x editor with Remotion.md"
"2026-02-25 11:47","2026-04-04","76.8","cmf\lab\cmf\Improving Multi-step RAG with Hypergraph-based Memory.md"
"2026-02-25 11:47","2026-04-04","49.5","cmf\lab\cmf\Vision-DeepResearch Incentivizing DeepResearch Capability in Multimodal Large Language Models.md"
"2026-02-25 11:47","2026-04-04","71.2","cmf\lab\cmf\Visual Reasoning Beyond Language.md"
"2026-02-25 11:47","2026-03-31","150.9","docs\from cmf\A Very Big Video Reasoning Suite.md"
"2026-02-25 11:47","2026-03-31","71.2","docs\from cmf\Visual Reasoning Beyond Language.md"
"2026-02-25 11:47","2026-03-31","76.8","docs\from cmf\Improving Multi-step RAG with Hypergraph-based Memory.md"
"2026-02-25 11:47","2026-04-04","42.3","cmf\lab\cmf\Video Deep Research Benchmark on Open Web for Agentic Video.md"
"2026-02-25 11:47","2026-04-04","45.4","cmf\lab\cmf\LTX-2 Efficient Joint Audio-Visual Foundation Model.md"
"2026-02-25 11:47","2026-04-04","150.9","cmf\lab\cmf\A Very Big Video Reasoning Suite.md"
"2026-02-25 06:24","2026-02-25","63.3","lab\Other docs\Manifold-Constrained Hyper-Connections.md"
"2026-02-25 06:23","2026-04-04","145.3","cmf\lab\cmf\ccp\GLM-5 from Vibe Coding to Agentic Engineering.md"
"2026-02-25 06:23","2026-02-25","145.3","lab\CCP update\GLM-5 from Vibe Coding to Agentic Engineering.md"
"2026-02-25 06:22","2026-02-25","48.8","lab\Other docs\Evaluating Search Agents With Ambiguous Queries.md"
"2026-02-25 06:22","2026-04-04","85","cmf\lab\cmf\ccp\DeepAgent a reseasoning agent with scalable toolsets.md"
"2026-02-25 06:21","2026-04-04","67.1","cmf\lab\cmf\ccp\Automating Sub-Agent Creation for Agentic Orchestration.md"
"2026-02-25 06:21","2026-02-25","62.7","lab\Other docs\Collaborative Multi-Agent Test-Time Reinforcement Learning for Reasoning.md"
"2026-02-25 06:20","2026-02-25","81.1","lab\The Harness\Agentic Context Engineering.md"
"2026-02-25 03:02","2026-02-25","103.4","docs\other files\old prd.md"
"2026-02-24 23:16","2026-04-04","2.4","cmf\intelligence\archetype_prompts\ratings\✨ The Relatable Rating Script.md"
"2026-02-24 23:16","2026-04-04","2.7","cmf\intelligence\archetype_prompts\ratings\✨The Controversial Rating Script.md"
"2026-02-24 23:16","2026-04-04","2.4","cmf\intelligence\archetype_prompts\ratings\✨The Roast Rating Script.md"
"2026-02-24 23:16","2026-04-04","2.5","cmf\intelligence\archetype_prompts\ratings\✨ The Authority Rating Script.md"
"2026-02-24 21:50","2026-04-04","57.2","cmf\lab\cmf\ccp\The Pi Coding Agent_ The ONLY REAL Claude Code COMPETITOR.md"
"2026-02-24 11:23","2026-02-24","22.1","docs\other files\CCF_Pipeline_Documentation.md"
"2026-02-24 11:20","2026-02-24","269.3","lab\Other docs\framework_archetype_mapping.yalm.md"
"2026-02-24 11:20","2026-02-26","269.3","lab\framework_archetype_mapping.yalm.md"
"2026-02-24 11:14","2026-02-26","80.5","docs\other files\ttt_archetype_palettes.md"
"2026-02-24 11:14","2026-02-24","80.5","lab\Other docs\ttt_archetype_palettes.yaml.md"
"2026-02-24 11:11","2026-02-24","13.1","lab\Other docs\🔩 config_yaml.md"
"2026-02-24 11:11","2026-02-26","13.1","docs\other files\🔩 config_yaml.md"
"2026-02-23 10:27","2026-04-04","5","cmf\docs\📘 CMF Technical Guide v3.0 The Ultra Combo Pipeline.md"
"2026-02-23 10:27","2026-02-23","18.6","docs\other files\MCDA_Expanded_Pipeline_H6_H11.md"
"2026-02-23 05:40","2026-02-23","21.6","commands\ccf-generate.md"
"2026-02-23 04:04","2026-02-23","5.9","commands\ccf-research-deep.md"
"2026-02-23 04:04","2026-02-23","8.3","commands\ccf-research-fresh.md"
"2026-02-23 04:03","2026-02-23","6.4","commands\ccf-visual-assets.md"
"2026-02-23 04:03","2026-02-23","8.7","commands\ccf-raw-research.md"
"2026-02-23 04:01","2026-02-23","9.3","commands\ccf-philosophy-brief.md"
"2026-02-23 03:52","2026-02-23","9.2","skills\ccf\distribution\visual-recipes\observational-humor\SKILL.md"
"2026-02-23 03:52","2026-02-23","10.5","skills\ccf\distribution\visual-recipes\listicle\SKILL.md"
"2026-02-23 03:52","2026-02-23","10.7","skills\ccf\distribution\visual-recipes\dopamine-cliff-carousel\SKILL.md"
"2026-02-23 03:52","2026-02-23","9","skills\ccf\distribution\visual-recipes\worst-case-scenario\SKILL.md"
"2026-02-23 03:52","2026-02-23","9.6","skills\ccf\distribution\visual-recipes\the-controversial-dilemma-poll\SKILL.md"
"2026-02-23 03:52","2026-02-23","9.4","skills\ccf\distribution\visual-recipes\the-archetypical-poll\SKILL.md"
"2026-02-23 03:52","2026-02-23","10.3","skills\ccf\distribution\visual-recipes\relief-peak-carousel\SKILL.md"
"2026-02-23 03:52","2026-02-23","9.5","skills\ccf\distribution\visual-recipes\stereotypical-poll\SKILL.md"
"2026-02-23 03:52","2026-02-23","10.3","skills\ccf\distribution\visual-recipes\debunking-myths-scams\SKILL.md"
"2026-02-23 03:52","2026-02-23","8.2","skills\ccf\distribution\visual-recipes\conceptual-contrast\SKILL.md"
"2026-02-23 03:52","2026-02-23","9.9","skills\ccf\distribution\visual-recipes\visual-timeline\SKILL.md"
"2026-02-23 03:52","2026-02-23","10.3","skills\ccf\distribution\visual-recipes\comparison-archetypes\SKILL.md"
"2026-02-23 03:51","2026-02-23","6.2","skills\ccf\research\visual-asset-curator\SKILL.md"
"2026-02-23 03:48","2026-02-23","9.7","skills\ccf\research\raw-fresh-research\SKILL.md"
"2026-02-23 03:36","2026-02-23","9.7","skills\ccf\research\raw-deep-research\SKILL.md"
"2026-02-23 03:32","2026-02-23","10","skills\ccf\setup\philosophy-brief\SKILL.md"
"2026-02-23 02:47","2026-02-23","20.1","commands\ccf-tribe-extract.md"
"2026-02-23 02:47","2026-02-23","24","commands\ccf-soul-extract.md"
"2026-02-23 02:34","2026-02-23","23.4","commands\ccf-blueprint.md"
"2026-02-23 02:33","2026-02-23","8.7","commands\ccf-soc.md"
"2026-02-23 02:33","2026-02-23","4.3","commands\ccf-question.md"
"2026-02-23 02:33","2026-02-23","8.4","commands\ccf-visual.md"
"2026-02-23 02:32","2026-02-23","6.2","skills\ccf\distillation\visual-distiller\SKILL.md"
"2026-02-23 02:30","2026-02-23","4.6","skills\ccf\distillation\question-distiller\SKILL.md"
"2026-02-23 02:23","2026-02-23","14.1","docs\other files\H10_distillation_laws_analysis.md"
"2026-02-23 02:22","2026-02-23","24.6","docs\other files\H5_visual_prompt_implementation.md"
"2026-02-23 02:21","2026-02-23","25.1","docs\other files\H3_soc_voice_implementation.md"
"2026-02-23 02:03","2026-04-04","16.9","cmf\commands\cmf-eroll.md"
"2026-02-23 02:01","2026-04-04","7.4","cmf\skills\cmf\eroll\distillation\research-distiller\SKILL.md"
"2026-02-23 02:01","2026-04-04","8.5","cmf\skills\cmf\eroll\distillation\search-distiller\SKILL.md"
"2026-02-23 01:58","2026-04-04","20","cmf\skills\cmf\eroll\deep-researcher\SKILL.md"
"2026-02-22 07:22","2026-02-23","21.8","docs\other files\H2_deep_research_implementation.md"
"2026-02-22 07:22","2026-02-23","21.2","docs\other files\H4_eroll_visual_search_implementation.md"
"2026-02-22 07:18","2026-02-21","20.1","docs\other files\deep_research_distillation_laws_analysis.md"
"2026-02-22 06:45","2026-02-21","5.8","docs\other files\visual_search_distillation_laws_analysis.md"
"2026-02-22 06:37","2026-02-21","21","docs\other files\soc_distillation_laws_analysis.md"
"2026-02-22 06:32","2026-02-23","8.9","docs\other files\audit_cmf_vs_ccf.md"
"2026-02-22 06:21","2026-02-21","12.7","docs\other files\layered_question_laws_distillation.md"
"2026-02-22 06:12","2026-04-04","12.6","cmf\commands\cmf-beat-cluster.md"
"2026-02-22 06:12","2026-04-04","7.1","cmf\skills\cmf\narrative\beat-cluster-extractor\SKILL.md"
"2026-02-22 04:31","2026-02-23","10.6","docs\other files\H13_visual_asset_research_implementation.md"
"2026-02-22 04:28","2026-02-23","8.5","docs\other files\H7_fresh_research_implementation.md"
"2026-02-22 04:27","2026-02-23","9.1","docs\other files\H6_deep_research_implementation.md"
"2026-02-22 04:25","2026-02-23","7.8","docs\other files\H13_distillation_laws_analysis.md"
"2026-02-22 04:24","2026-02-23","9.1","docs\other files\H12_distillation_laws_analysis.md"
"2026-02-22 04:22","2026-02-23","8.1","docs\other files\H7_distillation_laws_analysis.md"
"2026-02-22 04:21","2026-02-23","9.8","docs\other files\H6_distillation_laws_analysis.md"
"2026-02-22 04:19","2026-02-23","11","docs\other files\H9_distillation_laws_analysis.md"
"2026-02-22 04:18","2026-02-23","10.5","docs\other files\H11_distillation_laws_analysis.md"
"2026-02-22 04:16","2026-02-23","11.6","docs\other files\H8_distillation_laws_analysis.md"
"2026-02-22 04:06","2026-02-23","8","docs\other files\H9_soul_tribe_profiles_implementation.md"
"2026-02-22 04:05","2026-02-23","6.9","docs\other files\H11_raw_target_audience_research_implementation.md"
"2026-02-22 04:04","2026-02-23","10.8","docs\other files\H8_coach_soul_values_implementation.md"
"2026-02-22 04:01","2026-02-22","19","docs\other files\SWOT_H12_H13_Visual_Distillation.md"
"2026-02-21 13:53","2026-02-21","14.1","docs\other files\blueprint_distillation_laws_analysis.md"
"2026-02-21 13:36","2026-02-21","12.1","docs\other files\visual_distillation_laws_analysis.md"
"2026-02-21 10:41","2026-02-24","14.3","docs\other files\4_Laws_of_Layered_Questions.md"
"2026-02-21 10:41","2026-04-04","14.3","cmf\docs\4_Laws_of_Layered_Questions.md"
"2026-02-20 10:13","2026-02-24","10.8","docs\other files\MCDA_vs_CCP_Gap_Analysis.md"
"2026-02-20 05:36","2026-02-20","18","docs\other files\MCDA_Content_Resonance_Principles.md"
"2026-02-20 05:29","2026-04-04","147.3","cmf\docs\Sam Ovens - Hormozi.md"
"2026-02-19 09:44","2026-02-23","10.1","commands\ccf-eroll-plan.md"
"2026-02-19 09:44","2026-02-23","11.5","commands\ccf-eroll-research.md"
"2026-02-19 07:35","2026-02-23","6.5","skills\ccf\eroll\worst-case-planner\SKILL.md"
"2026-02-19 07:35","2026-02-23","6.8","skills\ccf\eroll\observational-humor-planner\SKILL.md"
"2026-02-19 07:34","2026-02-23","5.9","skills\ccf\eroll\archetypical-poll-planner\SKILL.md"
"2026-02-19 07:34","2026-02-23","6.3","skills\ccf\eroll\stereotypical-poll-planner\SKILL.md"
"2026-02-19 07:33","2026-02-23","6.3","skills\ccf\eroll\comparison-planner\SKILL.md"
"2026-02-19 07:33","2026-02-23","6.5","skills\ccf\eroll\conceptual-contrast-planner\SKILL.md"
"2026-02-19 07:32","2026-02-23","7.9","skills\ccf\eroll\debunking-myths-planner\SKILL.md"
"2026-02-19 07:32","2026-02-23","5.8","skills\ccf\eroll\controversial-dilemma-planner\SKILL.md"
"2026-02-19 07:30","2026-02-23","7.2","skills\ccf\eroll\listicle-planner\SKILL.md"
"2026-02-19 07:30","2026-02-23","7.1","skills\ccf\eroll\case-study-planner\SKILL.md"
"2026-02-19 07:30","2026-02-23","8.1","skills\ccf\eroll\visual-timeline-planner\SKILL.md"
"2026-02-19 07:28","2026-02-23","8.5","skills\ccf\eroll\storytelling-planner\SKILL.md"
"2026-02-19 07:28","2026-02-23","7.6","skills\ccf\eroll\dopamine-cliff-planner\SKILL.md"
"2026-02-19 07:28","2026-02-23","7","skills\ccf\eroll\relief-peak-planner\SKILL.md"
"2026-02-19 06:33","2026-04-04","13.6","cmf\intelligence\guides\SKILL_AUTHORING_GUIDE.md"
"2026-02-19 06:33","2026-04-04","17.8","cmf\intelligence\guides\SLASH_COMMAND_AUTHORING_GUIDE.md"
"2026-02-19 06:33","2026-02-23","17.8","intelligence\guides\SLASH_COMMAND_AUTHORING_GUIDE.md"
"2026-02-19 06:08","2026-02-23","10.2","skills\ccf\eroll\asset-researcher\SKILL.md"
"2026-02-19 01:49","2026-02-19","2.3","docs\other files\Economics_Analysis_2026.md"
"2026-02-19 01:10","2026-04-04","19.6","cmf\docs\Unified_Architecture_Bible.md"
"2026-02-19 01:10","2026-02-19","5.7","docs\other files\CCP_Valuation_Report.md"
"2026-02-19 01:10","2026-02-24","19.9","docs\other files\Unified_Architecture_Bible.md"
"2026-02-19 00:59","2026-02-19","4.9","docs\other files\CCP_Business_Alignment_Report.md"
"2026-02-18 20:52","2026-02-23","7.2","CBCS\backend\intelligence_library\protocols\valeriane_SKILL.md"
"2026-02-18 20:52","2026-02-23","5.5","CBCS\backend\intelligence_library\protocols\maeva_SKILL.md"
"2026-02-18 20:50","2026-02-23","7.3","CBCS\backend\intelligence_library\protocols\liliane_SKILL.md"
"2026-02-18 20:50","2026-02-23","6.5","CBCS\backend\intelligence_library\protocols\lionel_SKILL.md"
"2026-02-18 20:50","2026-02-23","5.5","CBCS\backend\intelligence_library\protocols\kimya_SKILL.md"
"2026-02-18 20:48","2026-02-23","6.2","CBCS\backend\intelligence_library\protocols\dilaya_SKILL.md"
"2026-02-18 20:48","2026-02-23","5.9","CBCS\backend\intelligence_library\protocols\emilio_SKILL.md"
"2026-02-18 20:31","2026-02-23","7.9","CBCS\backend\intelligence_library\protocols\assembler_SKILL.md"
"2026-02-18 11:24","2026-02-23","46.9","CBCS\docs\epics.md"
"2026-02-18 11:24","2026-02-23","75.8","CBCS\docs\architecture.md"
"2026-02-18 11:13","2026-02-23","21.9","CBCS\docs\CCP_unified_architecture.md"
"2026-02-18 09:22","2026-02-18","2.5","tools\telegram-tierlist-bot\README.md"
"2026-02-18 09:13","2026-02-23","4.4","commands\ccf-tierlist.md"
"2026-02-18 06:37","2026-02-23","9.9","skills\ccf\visual-recipes\archetypical-poll\SKILL.md"
"2026-02-18 06:37","2026-02-23","8.9","skills\ccf\visual-recipes\observational-humor\SKILL.md"
"2026-02-18 06:37","2026-02-23","11.2","skills\ccf\visual-recipes\listicle\SKILL.md"
"2026-02-18 06:37","2026-02-23","10","skills\ccf\visual-recipes\stereotypical-poll\SKILL.md"
"2026-02-18 06:37","2026-02-23","12.1","skills\ccf\visual-recipes\storytelling-archetypes\SKILL.md"
"2026-02-18 06:37","2026-02-23","11.1","skills\ccf\visual-recipes\relief-peak-carousel\SKILL.md"
"2026-02-18 06:37","2026-02-23","8.7","skills\ccf\visual-recipes\conceptual-contrast\SKILL.md"
"2026-02-18 06:37","2026-02-23","10.8","skills\ccf\visual-recipes\comparison-archetypes\SKILL.md"
"2026-02-18 06:37","2026-02-23","11.2","skills\ccf\visual-recipes\case-study\SKILL.md"
"2026-02-18 06:37","2026-02-23","11.2","skills\ccf\visual-recipes\dopamine-cliff-carousel\SKILL.md"
"2026-02-18 06:37","2026-02-23","11.2","skills\ccf\visual-recipes\debunking-myths\SKILL.md"
"2026-02-18 06:37","2026-02-23","10","skills\ccf\visual-recipes\controversial-dilemma-poll\SKILL.md"
"2026-02-18 06:37","2026-02-23","10.6","skills\ccf\visual-recipes\visual-timeline\SKILL.md"
"2026-02-18 06:37","2026-02-23","8.8","skills\ccf\visual-recipes\worst-case-scenario\SKILL.md"
"2026-02-18 05:18","2026-04-04","14.9","cmf\docs\brain_session_exports\CCF_vs_CMF_Visual_MCDA.md"
"2026-02-18 02:55","2026-02-23","3","commands\ccf-elicit.md"
"2026-02-18 02:51","2026-02-23","6.7","commands\ccf-radar.md"
"2026-02-18 02:48","2026-02-23","7.9","commands\ccf-pillar-build.md"
"2026-02-18 02:47","2026-02-23","12.8","skills\ccf\setup\pillar-builder\SKILL.md"
"2026-02-18 00:19","2026-04-04","25.6","cmf\docs\brain_session_exports\CCF_v25_Unified_Architecture.md"
"2026-02-17 23:32","2026-02-18","17.9","docs\other files\Tier-List and Rating Reaction Videos.md"
"2026-02-17 23:28","2026-04-04","21.5","cmf\docs\brain_session_exports\Content_Pillar_Schema_Design.md"
"2026-02-17 18:17","2026-04-04","4.2","cmf\docs\subsystem #5.md"
"2026-02-17 12:41","2026-02-18","21.7","docs\other files\Claw Technology Comparison_ Nanobot, Pic, Open.md"
"2026-02-17 10:02","2026-03-02","12.4","docs\other files\📕 Conscious Elite Business Plan FEB 26.md"
"2026-02-17 10:02","2026-04-04","12.4","cmf\docs\📕 Conscious Elite Business Plan FEB 26.md"
"2026-02-16 11:30","2026-04-04","13.5","cmf\docs\brain_session_exports\CCF_v25_Functional_Storming.md"
"2026-02-16 09:07","2026-04-04","11.8","cmf\docs\brain_session_exports\CCF_v2_Manifesto_Analysis.md"
"2026-02-16 07:50","2026-04-04","1.8","cmf\docs\brain_session_exports\Research_Tool_Analysis.md"
"2026-02-16 07:27","2026-02-23","3.4","skills\ccf\research\strategy-director\SKILL.md"
"2026-02-16 07:26","2026-04-04","10.3","cmf\docs\brain_session_exports\CCF_Deep_Research_System_Architecture.md"
"2026-02-16 07:09","2026-02-16","43.2","docs\other files\deep research builder.md"
"2026-02-16 06:41","2026-02-23","11.5","skills\ccf\research\fresh-analysts\romance-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.4","skills\ccf\research\fresh-analysts\surprise-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.8","skills\ccf\research\fresh-analysts\funny-relatable-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","12.3","skills\ccf\research\fresh-analysts\schadenfreude-myth\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.6","skills\ccf\research\fresh-analysts\curiosityintrigue-myth\SKILL.md"
"2026-02-16 06:41","2026-02-23","11","skills\ccf\research\fresh-analysts\social-proof-testimonial-case-study\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.4","skills\ccf\research\fresh-analysts\shocking-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.4","skills\ccf\research\fresh-analysts\shocking-comparison\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.3","skills\ccf\research\deep-analysts\surprising-comparison\SKILL.md"
"2026-02-16 06:41","2026-02-23","8.9","skills\ccf\research\deep-analysts\top-reliable-list\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.4","skills\ccf\research\deep-analysts\surprising-case-study\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.2","skills\ccf\research\deep-analysts\social-proof-testimonial-case-study\SKILL.md"
"2026-02-16 06:41","2026-02-23","10.2","skills\ccf\research\deep-analysts\surprise-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","9","skills\ccf\research\deep-analysts\worst-case-scenario\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.7","skills\ccf\research\fresh-analysts\curiosity-intriguing-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.8","skills\ccf\research\fresh-analysts\curiosity-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.2","skills\ccf\research\fresh-analysts\achievement-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","10.6","skills\ccf\research\fresh-analysts\surprising-case-study\SKILL.md"
"2026-02-16 06:41","2026-02-23","7.3","skills\ccf\research\deep-analysts\would-you-rather\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.5","skills\ccf\research\fresh-analysts\outrageous-comparison\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.6","skills\ccf\research\fresh-analysts\nostalgia-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","10.3","skills\ccf\research\fresh-analysts\outrageous-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","11","skills\ccf\research\fresh-analysts\relatable-case-study\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.7","skills\ccf\research\fresh-analysts\recognition-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.9","skills\ccf\research\fresh-analysts\nostalgia-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","10.9","skills\ccf\research\fresh-analysts\inspirational-case-study\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.5","skills\ccf\research\fresh-analysts\inspiration-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","11","skills\ccf\research\fresh-analysts\intriguing-case-study\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.7","skills\ccf\research\fresh-analysts\nostalgia-comparison\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.3","skills\ccf\research\fresh-analysts\joy-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.8","skills\ccf\research\fresh-analysts\indignation-myth\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.7","skills\ccf\research\fresh-analysts\empowering-myth\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.9","skills\ccf\research\fresh-analysts\empowerment-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.8","skills\ccf\research\fresh-analysts\disgusting-myth\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.6","skills\ccf\research\fresh-analysts\cuteness-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.2","skills\ccf\research\fresh-analysts\discovery-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.8","skills\ccf\research\fresh-analysts\fear-anxiety-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.3","skills\ccf\research\fresh-analysts\relief-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.8","skills\ccf\research\fresh-analysts\hope-inspiration-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.2","skills\ccf\research\fresh-analysts\funny-relatable-comparison\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.4","skills\ccf\research\fresh-analysts\fear-anxiety-myth\SKILL.md"
"2026-02-16 06:41","2026-02-23","11.2","skills\ccf\research\fresh-analysts\fomo-case-study\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.7","skills\ccf\research\deep-analysts\shocking-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.3","skills\ccf\research\deep-analysts\funny-relatable-comparison\SKILL.md"
"2026-02-16 06:41","2026-02-23","8.9","skills\ccf\research\deep-analysts\funny-relatable-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.4","skills\ccf\research\deep-analysts\fomo-case-study\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.1","skills\ccf\research\deep-analysts\fear-anxiety-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.3","skills\ccf\research\deep-analysts\fear-anxiety-myth\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.3","skills\ccf\research\deep-analysts\inspirational-case-study\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.1","skills\ccf\research\deep-analysts\intriguing-case-study\SKILL.md"
"2026-02-16 06:41","2026-02-23","10.5","skills\ccf\research\deep-analysts\inspiration-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.2","skills\ccf\research\deep-analysts\hope-inspiration-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.1","skills\ccf\research\deep-analysts\indignation-myth\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.1","skills\ccf\research\deep-analysts\curiosity-intriguing-listicle\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.2","skills\ccf\research\deep-analysts\curiosityintrigue-myth\SKILL.md"
"2026-02-16 06:41","2026-02-23","10.2","skills\ccf\research\deep-analysts\connection-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","10.2","skills\ccf\research\deep-analysts\achievement-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","10.2","skills\ccf\research\deep-analysts\anticipation-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.1","skills\ccf\research\deep-analysts\empowering-myth\SKILL.md"
"2026-02-16 06:41","2026-02-23","10.5","skills\ccf\research\deep-analysts\empowerment-story\SKILL.md"
"2026-02-16 06:41","2026-02-23","9.1","skills\ccf\research\deep-analysts\disgusting-myth\SKILL.md"
"2026-02-16 06:41","2026-02-23","10.4","skills\ccf\research\deep-analysts\cuteness-story\SKILL.md"
